P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-114 b,3.0,1715.0888938399999,-106.281683402,106.281683402,1.25552,-0.13452,0.13452,2014.0,2014-05-14,5.188549,-1.2e-05,1.2e-05,0.053,-0.07414,0.07414000000000001,0.084,-0.04,0.128,78.96000000000001,-0.25000000000000006,0.20400000000000001,41.96,-29.419999999999998,29.540000000000003,2455970.82,-85.58054,85.57451999999999,0.203,0.69,-0.31,0.31,0.0,0.0,0.0,Transit,Kepler-114,294.12142,48.349525,13.738,261.49,-1.32,1.32,0.057999999999999996,-0.1202,0.10300000000000001,0.5,-0.034,0.034,0.67,-0.04,0.04,M0 V,3.7044000000000006,-0.8455999999999999,2.2364000000000006,4605.0,-100.0,100.0,4.65,",",1.1621929080000002,1.44445616,0.9951144839999999,0.7947162280000001,0.3428750443886,0.053,0.053,0.053,0.053000001,64.388017,64.388017,64.388017,721.6825,721.6825,721.6825,Terran,0.67,M,19.608096,19 36 29.1447,+48 20 58.2900,0.18086594,0.33879903,0.83302991,0.42914138,0.78978545,0.45436282,0.78978545,0.41429185,0.78978545,1.1482651,5.453798000001038e+37,0.375952712,0.0,0.0,Hot,0.0,0.30985652,Cygnus,Cyg,Swan,1.25552,2.1128564,0.053
Kepler-114 c,3.0,2.860452,-0.63565601,0.63565601,1.60303,-0.17936,0.17936,2013.0,2014-05-14,8.041,-65.7400034,65.7400034,2.38272,-0.07414,0.07414000000000001,0.084,-0.04,0.128,79.492,-1.272,1.05,41.96,-29.419999999999998,29.540000000000003,2455970.82,-87.38,87.374,4.499018,0.554,-0.25,0.25,0.0,0.0,0.0,Transit,Kepler-114,294.12142,48.349525,13.738,261.49,-1.32,1.32,0.03,-0.1796,0.14400000000000002,0.492,-0.034,0.034,0.67,-0.04,0.04,M0 V,4.396,-1.7704,4.948,4605.0,-100.0,100.0,4.65,",",1.3358156,1.7844033,1.113144,0.6944,0.385954658789,2.1145263,1.88278,2.31466,2.1027108400800003,191119.35858206,191119.00118472002,191119.84179839998,2991.65917,2986.944062,2997.481218,Superterran,0.67,M,19.608096,19 36 29.1447,+48 20 58.2900,0.18086594,0.33879903,0.83302991,0.42914138,0.78978545,0.45436282,0.78978545,0.41429185,0.78978545,1.1482651,5.453798000001038e+37,0.374049722,0.0,0.0,Hot,0.0,0.24284457600000003,Cygnus,Cyg,Swan,1.60303,2.860452,2.09872
Kepler-114 d,3.0,3.813936,-1.58914,1.58914,2.53346,-0.28025,0.28025,2013.0,2014-05-14,11.776,-70.1400026,70.1400026,2.09872,-0.07422,0.07422000000000001,0.084,-0.04,0.128,79.49199999999999,-0.95,0.672,41.96,-29.419999999999998,29.540000000000003,2455970.82,-87.38,87.374,4.4990179999999995,0.554,-0.25,0.25,0.0,0.0,0.0,Transit,Kepler-114,294.12142,48.349525,13.738,261.49,-1.32,1.32,0.032,-0.1636,0.1296,0.5,-0.034,0.034,0.67,-0.04,0.04,M0 V,4.396,-1.4944,3.964,4605.0,-100.0,100.0,4.65,",",1.2269579,1.5054258,0.59421731,0.23454774,0.34287504438860006,2.7418191,2.4307,3.01234,2.72663940004,191119.35858206,191119.00118472002,191119.84179839998,2991.65917,2986.944062,2997.481218,Neptunian,0.67,M,19.608096,19 36 29.1447,+48 20 58.2900,0.18086594,0.33879903,0.83302991,0.42914138,0.78978545,0.45436282,0.78978545,0.41429185,0.78978545,1.1482651,1.0907595999999998e+38,0.36583418,0.0,0.0,Hot,0.0,0.24284457600000003,Cygnus,Cyg,Swan,2.53346,3.813936,2.7215199999999995
Kepler-1140 b,3.0,13.916417036000002,-8.022614375999998,10.859547104,2.76887,-0.36993,0.4484,2016.0,2016-05-10,24.086271,-0.000102,0.000102,0.3756,-0.0378,0.16740000000000002,0.03972,-0.036074,0.11042,65.8104,-1.528,1.518,151.34,-18.82,21.22,2450998.92,-2.34,2.34,0.44820000000000004,0.732,-0.252,0.254,0.0,0.0,0.0,Transit,Kepler-1140,281.69398,46.946449,15.464,657.0,-42.88,29.1,-0.08,-0.18,0.149,0.76,-0.04,0.04,0.73,-0.04,0.03,G0 V,5.01,-2.85,5.85,4850.0,-47.66,53.07,4.61,",",3.5542530020000003,25.138068792,18.656630068000002,14.533993535999997,0.011850261354,0.14892255,0.14892255,0.14892255,0.14892256,11.911882,11.911882,11.911882,473.30381,473.30381,473.30381,Neptunian,0.73,K,18.7796,18 46 46.5590,+46 56 47.2164,0.26418084,0.40537217,0.98612083,0.51346499,0.93493042,0.54348408,0.93493042,0.49569697,0.93493042,1.3877602,0.37591588,0.42704042,0.0,0.0,Hot,0.0,0.31645125,Lyra,Lyr,Lyre,2.76887,8.091445,0.14892255
Kepler-1141 b,3.0,7.6482130040000005,-2.837568384,3.489751442,0.81833,-0.07847,0.12331,2016.0,2016-05-10,2.3445119,-5.35e-06,5.35e-06,0.25718,-0.005260000000000001,0.13528,0.052000000000000005,-0.052000000000000005,0.21400000000000002,87.55,-1.262,1.204,14.34,-1.6,1.72,2453751.8600000003,-0.20856000000000002,0.20854,0.2193,0.44400000000000006,-0.18,0.176,0.0,0.0,0.0,Transit,Kepler-1141,290.54365,47.72588,12.589,365.0,-34.33,48.98,0.04,-0.091,0.087,1.01,-0.04,0.03,1.07,-0.1,0.15,G0 V,6.17,-3.22,1.89,5791.0,-65.12,58.41,4.38,",",1.529794762,3.094493272,1.2474871899999997,0.551126558,0.010060084082,0.034645883,0.034645883,0.034645883,0.034645884,961.09692,961.09692,961.09692,1418.5241,1418.5241,1418.5241,Terran,1.07,G,19.369577,19 22 10.4784,+47 43 33.1680,1.1536404,0.80542719,1.8969089,1.020173,1.7984421,1.0787623,1.7984421,0.98477885,1.7984421,2.9000067,2.0814067,0.48608568,0.0,0.0,Hot,0.0,0.29083543,Cygnus,Cyg,Swan,0.81833,0.47370976,0.034645883
Kepler-1142 b,3.0,12.374951176,-1.2230021400000002,0.92869343,1.46851,-0.17936,0.42598,2016.0,2016-05-10,18.302725,-0.0001389,0.0001389,0.3146,-0.0378,0.168,0.0191,-0.0045,0.01544,74.10839999999999,-1.4369999999999998,1.4314,176.64,-5.5200000000000005,4.9399999999999995,2451884.84,-7.88,7.88,0.2286,0.44820000000000004,-0.1748,0.1748,0.0,0.0,0.0,Transit,Kepler-1142,292.71443,44.082336,14.31,697.0,-66.61,173.49,0.02,-0.171,0.124,0.97,-0.06,0.05,0.96,-0.08,0.24,G0 V,5.37,-3.47,3.92,5685.0,-132.1,98.59,4.46,",",2.23398692,6.84492266,2.343611884,0.8759868664000001,0.011334795073999999,0.13451704,0.13451704,0.13451704,0.13451705,47.664865,47.664865,47.664865,669.41356,669.41356,669.41356,Terran,0.96,G,19.514297,19 30 51.4681,+44 04 56.4096,0.86248786,0.70084293,1.6553736,0.88770669,1.5694445,0.93877899,1.5694445,0.85692162,1.5694445,2.5074961,1.7116642,0.46860954,0.0,0.0,Hot,0.0,0.30879954,Cygnus,Cyg,Swan,1.46851,2.7568324,0.13451704
Kepler-1143 b,3.0,37.100699116,-25.463108247999998,31.224058776000003,1.67029,-0.1121,0.13452,2016.0,2016-05-10,2.8889048,-6.94e-06,6.94e-06,0.3984,-0.03642,0.16644,0.03972,-0.046439999999999995,0.12044000000000002,65.6304,-1.5432000000000001,1.5258,141.54000000000002,-27.419999999999998,25.22,2451593.2,-3.316,3.386,0.38482,0.43000000000000005,-0.184,0.202,0.0,0.0,0.0,Transit,Kepler-1143,287.30282,39.289688,15.195,632.0,-39.16,50.17,-0.06,-0.171,0.15,0.81,-0.05,0.05,0.77,-0.04,0.05,G0 V,4.79,-2.88,5.71,5053.0,-130.21,192.88,4.58,",",3.5542530020000003,25.138068792,18.656630068000002,14.533993535999997,0.011055871334,0.036996449,0.036996449,0.036996449,0.03699645,253.01554,253.01554,253.01554,1016.0889,1016.0889,1016.0889,Superterran,0.77,K,19.153522,19 09 12.6806,+39 17 22.8768,0.3463118,0.45975859,1.1092706,0.58235152,1.0516882,0.61625507,1.0516882,0.56219439,1.0516882,1.5889031,0.54422242,0.43295467,0.0,0.0,Hot,0.0,0.2763548,Lyra,Lyr,Lyre,1.67029,3.4303813,0.036996449
Kepler-1143 c,3.0,15.752827240000002,-8.46185268,11.298785408,3.59841,-0.34751,0.50445,2016.0,2016-05-10,210.63059,-0.001456,0.001456,0.51732,-0.03902,0.17016000000000003,0.03972,-0.05804,0.14004,73.9336,-1.4205999999999999,1.412,116.54,-18.82,21.22,2451335.1799999997,-3.28,3.28,0.9474,0.396,-0.13000000000000003,0.12400000000000003,0.0,0.0,0.0,Transit,Kepler-1143,287.30282,39.289688,15.195,632.0,-39.16,50.17,-0.06,-0.171,0.15,0.81,-0.05,0.05,0.77,-0.04,0.05,G0 V,4.79,-2.88,5.71,5053.0,-130.21,192.88,4.58,",",3.539432222,25.096847131999997,18.530125748,14.429143961999998,0.019808678359999998,0.64568231,0.64568231,0.64568231,0.64568233,0.83067189,0.83067189,0.83067189,243.22168,243.22168,243.22168,Neptunian,0.77,K,19.153522,19 09 12.6806,+39 17 22.8768,0.3463118,0.45975859,1.1092706,0.58235152,1.0516882,0.61625507,1.0516882,0.56219439,1.0516882,1.5889031,0.54422242,0.43295467,1.0,1.0,Warm,0.0,0.59511971,Lyra,Lyr,Lyre,3.59841,12.625501,0.64568231
Kepler-1144 b,3.0,8.488550459999999,-2.47715147,7.1352386260000005,1.99538,-0.15694,0.30267,2016.0,2016-05-10,17.146473,-9.073e-05,9.073e-05,0.33314,-0.005600000000000001,0.13566,0.01134,-0.0044340000000000004,0.006560000000000001,89.1298,-0.18660000000000002,0.17220000000000002,172.12,-52.260000000000005,40.8,2452115.5,-0.242,0.242,0.17797999999999997,0.27,-0.22400000000000003,0.22400000000000003,0.0,0.0,0.0,Transit,Kepler-1144,290.04329,47.257977,14.941,1012.0,-83.05,150.02,-0.03,-0.178,0.141,0.98,-0.06,0.05,0.96,-0.07,0.14,G0 V,3.98,-2.27,3.67,5753.0,-86.29,91.93,4.47,",",1.497908314,2.472240142,0.7873271739999999,0.275502775,0.012203527779999999,0.12923142,0.12923142,0.12923142,0.12923143,54.159215,54.159215,54.159215,691.13518,691.13518,691.13518,Superterran,0.96,G,19.336221,19 20 10.3940,+47 15 28.7172,0.90450008,0.71480373,1.6851836,0.90538816,1.5977072,0.95741802,1.5977072,0.8739813,1.5977072,2.5678407,1.9303647,0.4473156,0.0,0.0,Hot,0.0,0.27915883,Cygnus,Cyg,Swan,1.99538,4.6394796,0.12923142
Kepler-1145 b,3.0,17.41824596,-9.208112823999999,12.235742352000003,1.40125,-0.1121,0.1121,2016.0,2016-05-10,3.9707677,-1.11e-05,1.11e-05,0.2232,-0.05656,0.18656,0.0057799999999999995,-0.028634000000000003,0.0491,65.1104,-1.8632000000000002,1.8457999999999999,151.34,-18.82,21.22,2452473.84,-126.088,140.088,0.06337999999999999,0.442,-0.254,0.254,0.0,0.0,0.0,Transit,Kepler-1145,295.30816,43.044415,15.443,714.0,-53.09,53.37,-0.13,-0.193,0.177,0.79,-0.05,0.05,0.75,-0.05,0.05,G0 V,4.79,-2.99,6.13,5064.0,-117.37,161.02,4.59,",",2.17555276,6.5513176600000005,2.39885637,0.9024563840000001,0.018604635414000002,0.045356016,0.045356016,0.045356016,0.045356017,161.10765,161.10765,161.10765,907.66158,907.66158,907.66158,Terran,0.75,K,19.687212,19 41 13.9623,+43 02 39.8940,0.33142553,0.44952591,1.0841188,0.56939022,1.0278421,0.60253178,1.0278421,0.54968133,1.0278421,1.5543784,0.55000219,0.42936152,0.0,0.0,Hot,0.0,0.29169223,Cygnus,Cyg,Swan,1.40125,2.5458987,0.045356016
Kepler-1146 b,3.0,14.976691256,-8.422442007999999,11.259374736000002,1.2331,-0.07847,0.10089,2016.0,2016-05-10,2.3522658,-8.25e-06,8.25e-06,0.574,-0.05704,0.18704,0.03638,-0.036074,0.11042,65.8404,-1.5752,1.5577999999999999,151.34,-18.82,21.22,2452089.1399999997,-129.28,143.28,0.57466,0.284,-0.16,0.16,0.0,0.0,0.0,Transit,Kepler-1146,286.71663,47.425633,15.848,694.0,-42.13,26.74,-0.06,-0.158,0.143,0.74,-0.04,0.03,0.7,-0.04,0.02,G0 V,4.9,-2.75,5.87,4692.0,-42.25,45.94,4.62,",",3.773548598,25.714796462,18.563910128000003,14.375867185799995,0.018604635414,0.031302406,0.031302406,0.031302406,0.031302406,217.15074,217.15074,217.15074,977.99185,977.99185,977.99185,Terran,0.7,K,19.114443,19 06 51.9938,+47 25 32.2788,0.21277311,0.36622808,0.89698056,0.46388408,0.85041677,0.49109609,0.85041677,0.44783275,0.85041677,1.2454381,0.2840164,0.42169789,0.0,0.0,Hot,0.0,0.29549872,Lyra,Lyr,Lyre,1.2331,2.0491991,0.031302406
Kepler-1147 b,3.0,56.19644002,-28.282878064,83.11647159399999,2.61193,-0.50445,0.79591,2016.0,2016-05-10,10.62785,-9.118e-05,9.118e-05,0.3711,-0.027880000000000005,0.16054,0.009859999999999999,-0.02024,0.01584,88.40799999999999,-0.4159999999999999,0.366,187.0052,-49.38,30.119999999999997,2452115.5,-0.24200000000000005,0.24200000000000005,0.06492,0.48719999999999997,-0.2184,0.2184,0.0,0.0,0.0,Transit,Kepler-1147,292.54754,41.642956,15.401,1476.0,-176.42,452.64,0.11,-0.142,0.147,1.09,-0.06,0.09,1.14,-0.13,0.35,G0 V,3.8,-2.04,1.87,5941.0,-114.44,84.81,4.36,",",1.905990168,5.225915578,0.722289698,0.1681295264,0.03232995304,0.097337907,0.097337907,0.097337907,0.097337909,153.09907,153.09907,153.09907,896.16514,896.16514,896.16514,Neptunian,1.14,G,19.50317,19 30 11.4125,+41 38 34.6416,1.4505629,0.89497402,2.0998976,1.1335904,1.990894,1.1985366,1.990894,1.0942362,1.990894,3.2518616,2.762547,0.45990091,0.0,0.0,Hot,0.0,0.23404426,Cygnus,Cyg,Swan,2.61193,7.3282833,0.097337907
Kepler-1148 b,3.0,14.344213536000002,-8.427527247999999,11.328025576000002,1.69271,-0.08968,0.10089,2016.0,2016-05-10,1.1044635,-1.29e-06,1.29e-06,0.574,-0.03722,0.16724,0.03972,-0.036074,0.11042,65.8404,-1.5752,1.5577999999999999,151.34,-18.82,21.22,2452035.44,-0.304,0.364,0.5831999999999999,0.40359999999999996,-0.1336,0.13540000000000002,0.0,0.0,0.0,Transit,Kepler-1148,290.95356,45.719536,15.277,682.0,-38.56,38.36,-0.02,-0.16,0.146,0.81,-0.04,0.04,0.77,-0.04,0.04,G0 V,4.57,-2.7,5.83,5054.0,-98.31,99.64,4.58,",",4.22472048,27.576173359999995,18.664662732,14.3582568504,0.011055871334,0.019488218,0.019488218,0.019488218,0.019488218,912.57127,912.57127,912.57127,1400.2694,1400.2694,1400.2694,Superterran,0.77,K,19.396905,19 23 48.8573,+45 43 10.3296,0.34658602,0.45991806,1.1096122,0.5825535,1.0520121,0.61646812,1.0520121,0.56238935,1.0520121,1.5895321,0.5451582,0.42957521,0.0,0.0,Hot,0.0,0.27136913,Cygnus,Cyg,Swan,1.69271,3.5089223,0.019488218
Kepler-1149 b,3.0,22.87153886,-4.77949749,9.417879326,1.43488,-0.16815,0.25783,2016.0,2016-05-10,3.730899,-1.502e-05,1.502e-05,0.27634,-0.005440000000000001,0.13572,0.00626,-0.0044340000000000004,0.006560000000000001,87.6108,-0.7522,0.8984,119.72,-52.260000000000005,40.8,2452115.5,-0.242,0.242,0.12372000000000001,0.282,-0.168,0.17200000000000001,0.0,0.0,0.0,Transit,Kepler-1149,294.18926,45.151577,14.966,1023.0,-111.23,190.7,0.02,-0.168,0.149,1.02,-0.07,0.07,1.01,-0.1,0.18,G0 V,3.98,-2.24,2.87,5833.0,-177.03,117.2,4.43,",",1.8045587539999999,3.634882262,0.8231883879999999,0.2592947994,0.011404811459999999,0.047378932,0.047378932,0.047378932,0.047378933,471.33399,471.33399,471.33399,1187.0721,1187.0721,1187.0721,Terran,1.01,G,19.612618,19 36 45.4261,+45 09 05.6772,1.0580332,0.7693784,1.8100318,0.97451164,1.7160747,1.0304401,1.7160747,0.94069572,1.7160747,2.7772401,2.2445028,0.45332055,0.0,0.0,Hot,0.0,0.28465085,Cygnus,Cyg,Swan,1.43488,2.6505029,0.047378932
Kepler-115 b,3.0,1511.812461602,-114.03668659999998,116.83357299999997,1.08737,-0.21299,0.21299,2014.0,2014-05-14,2.403679,-1.2e-05,1.2e-05,0.036,-0.07800000000000001,0.20800000000000002,0.092,-0.06000000000000001,0.13999999999999999,56.0,-1.9692,1.5978,63.14000000000001,-28.68,28.68,2453694.44,-85.6,85.6,0.0567,0.43,-0.24,0.24,0.0,0.0,0.0,Transit,Kepler-115,297.71185,45.261925,13.431,634.97,-7.15,7.15,0.16,-0.0846,0.0874,0.5,-0.024,0.026000000000000002,1.21,-0.23,0.23,G0 V,4.2,-2.3600000000000003,2.5,5979.0,-132.0,132.0,4.31,",",3.7567617479999997,25.8623002,19.284002502,15.131565619999998,0.2649011163886,0.036,0.036,0.036,0.036000001,1293.5065,1293.5065,1293.5065,1527.8723,1527.8723,1527.8723,Terran,1.21,G,19.847458,19 50 50.8475,+45 15 42.9300,1.6763844,0.95989282,2.2502111,1.2158165,2.1334049,1.2854323,2.1334049,1.1736006,2.1334049,3.4958322,1.0907596000001037e+38,0.375952712,0.0,0.0,Hot,0.0,0.2933656,Cygnus,Cyg,Swan,1.08737,1.3121437,0.036
Kepler-115 c,3.0,1249.286521602,-114.03668659999998,116.83357299999997,2.60072,-0.50445,0.50445,2014.0,2014-05-14,8.990889,-2.1e-05,2.1e-05,0.087,-0.078,0.20800000000000002,0.09340000000000001,-0.040400000000000005,0.152,79.9478,-1.376,1.2004,55.06,-34.58,42.58,2453694.44,-85.6,85.6,0.137,0.11,-0.21,0.21,0.0,0.0,0.0,Transit,Kepler-115,297.71185,45.261925,13.431,634.97,-7.15,7.15,0.08800000000000001,-0.1034,0.089,0.492,-0.032,0.032,1.21,-0.23,0.23,G0 V,5.180000000000001,-1.416,1.422,5979.0,-132.0,132.0,4.31,",",2.081840508,6.56362274,3.036073326,1.6479939480000003,0.38594946359960003,0.087,0.087,0.087,0.087000002,221.4803,221.4803,221.4803,982.83063,982.83063,982.83063,Neptunian,1.21,G,19.847458,19 50 50.8475,+45 15 42.9300,1.6763844,0.95989282,2.2502111,1.2158165,2.1334049,1.2854323,2.1334049,1.1736006,2.1334049,3.4958322,5.453798000001038e+37,0.374049722,0.0,0.0,Hot,0.0,0.23197289,Cygnus,Cyg,Swan,2.60072,7.2749643,0.087
Kepler-1150 b,3.0,7.6482130040000005,-2.837568384,3.489751442,1.02011,-0.05605,0.05605,2016.0,2016-05-10,2.7878684,-8.26e-06,8.26e-06,0.24152,-0.005260000000000001,0.13528,0.052000000000000005,-0.052000000000000005,0.21400000000000002,87.826,-0.9279999999999999,0.784,14.34,-12.68,12.8,2451995.7600000002,-0.142,0.136,0.19092000000000003,0.44400000000000006,-0.18,0.176,0.0,0.0,0.0,Transit,Kepler-1150,296.72449,49.532715,14.435,373.0,-18.27,16.41,0.01,-0.162,0.147,0.76,-0.04,0.03,0.72,-0.03,0.03,G0 V,4.68,-2.72,5.87,4754.0,-77.33,80.38,4.61,",",1.576022702,3.246062052,1.2444755239999998,0.532500342,0.010060084082,0.0353695,0.0353695,0.0353695,0.035369501,189.64112,189.64112,189.64112,945.42707,945.42707,945.42707,Terran,0.72,K,19.781634,19 46 53.8818,+49 31 57.7740,0.23724133,0.38573378,0.94219775,0.48859068,0.89328698,0.51721386,0.89328698,0.47168431,0.89328698,1.3151005,0.31875966,0.42221826,0.0,0.0,Hot,0.0,0.30027602,Cygnus,Cyg,Swan,1.02011,1.0437331,0.0353695
Kepler-1151 b,3.0,17.78247694,-8.749169206,11.605807254000002,2.21958,-0.16815,0.23541,2016.0,2016-05-10,65.647842,-0.000401,0.000401,0.7877999999999998,-0.07264000000000001,0.21964,0.012739999999999998,-0.007594000000000001,0.01806,89.05860000000001,-0.2032,0.1718,125.4,-21.84,24.72,2452376.0799999996,-2.116,2.1100000000000003,0.8448,0.31000000000000005,-0.148,0.172,0.0,0.0,0.0,Transit,Kepler-1151,292.24779,47.878452,14.872,763.0,-59.72,76.61,-0.11,-0.187,0.166,0.88,-0.06,0.05,0.85,-0.06,0.08,G0 V,4.37,-2.71,5.89,5470.0,-93.64,97.19,4.53,",",2.5114313600000004,7.8491764,2.652635586,0.9622733762,0.02511789412,0.30512943,0.30512943,0.30512943,0.30512944,6.2245448,6.2245448,6.2245448,402.41282,402.41282,402.41282,Superterran,0.85,G,19.483187,19 28 59.4740,+47 52 42.4272,0.57952984,0.58171686,1.3829093,0.73682254,1.3111234,0.77937514,1.3111234,0.71129037,1.3111234,2.0554252,1.1452672,0.43832809,0.0,0.0,Hot,0.0,0.4227396,Cygnus,Cyg,Swan,2.21958,5.5588379,0.30512943
Kepler-1152 b,3.0,16.239739800000002,-2.999660684,3.039707012,0.87438,-0.05605,0.04484,2016.0,2016-05-10,1.6468019,-2.67e-06,2.67e-06,0.125182,-0.0018700000000000001,0.0018700000000000001,0.08560000000000001,-0.0084,0.058600000000000006,87.98400000000001,-0.06799999999999999,0.06999999999999999,84.53999999999999,-1.4860000000000002,1.6059999999999999,2453014.26,-3.2380000000000004,2.8619999999999997,0.8135999999999999,0.7642599999999999,-0.038400000000000004,0.041800000000000004,0.0,0.0,0.0,Transit,Kepler-1152,290.43403,44.107651,14.634,184.0,-12.88,14.69,-0.25,-0.108,0.136,0.55,-0.03,0.04,0.53,-0.03,0.03,G0 V,3.47,-1.86,5.26,3964.0,-45.68,46.47,4.73,",",2.1787351179999996,5.420066982,1.7670307100000002,0.628787244,0.011638660117999999,0.022355858,0.022355858,0.022355858,0.022355859,124.33468,124.33468,124.33468,850.73241,850.73241,850.73241,Terran,0.53,K,19.36227,19 21 44.1716,+44 06 27.5436,0.062140532,0.20234416,0.51306826,0.25630019,0.48643025,0.27157606,0.48643025,0.24741843,0.48643025,0.67305609,0.073656859,0.36063453,0.0,0.0,Hot,0.0,0.30256482,Cygnus,Cyg,Swan,0.87438,0.60067123,0.022355858
Kepler-1153 b,3.0,4.2379185800000005,-0.643919532,5.0102406,1.72634,-0.1121,0.21299,2016.0,2016-05-10,1.7558353,-4.39e-06,4.39e-06,0.42191460000000003,-0.01388,0.1439,0.014739999999999998,-0.0044340000000000004,0.006560000000000001,89.5158,-0.0746,0.06820000000000001,183.34520000000003,-52.260000000000005,40.8,2452039.7600000002,-0.18072000000000002,0.18072000000000002,0.25548000000000004,0.154,-0.20400000000000001,0.196,0.0,0.0,0.0,Transit,Kepler-1153,289.14722,45.866181,15.758,1185.0,-77.17,131.56,0.03,-0.164,0.126,0.91,-0.04,0.04,0.88,-0.05,0.1,G0 V,4.57,-2.88,6.17,5470.0,-93.55,75.2,4.52,",",1.677790014,3.0667382219999997,1.2874151179999997,0.5991713651999999,0.014986919780000002,0.027595983,0.027595983,0.027595983,0.027595983,815.66451,815.66451,815.66451,1361.5162,1361.5162,1361.5162,Superterran,0.88,G,19.276482,19 16 35.3357,+45 51 58.2516,0.62115973,0.60224804,1.4317179,0.76282804,1.3573984,0.80688249,1.3573984,0.73639474,1.3573984,2.1279696,1.1581365,0.44657184,0.0,0.0,Hot,0.0,0.26990228,Cygnus,Cyg,Swan,1.72634,3.6281006,0.027595983
Kepler-1154 b,3.0,213.5848656,-65.532320064,120.23878199200001,2.34289,-0.49324,1.06495,2016.0,2016-05-10,5.1856142,-2.676e-05,2.676e-05,0.33127999999999996,-0.1563,0.29226,0.06319999999999999,-0.028800000000000003,0.0322,88.966,-2.1060000000000003,0.5279999999999999,61.077200000000005,-62.086,103.66799999999998,2453648.7,-0.23472000000000004,0.25472,0.16168,0.3,-0.248,0.264,0.0,0.0,0.0,Transit,Kepler-1154,297.47713,39.877247,14.806,1531.0,-336.46,690.96,0.04,-0.161,0.14,1.26,-0.16,0.25,1.43,-0.29,0.65,G0 V,2.29,-0.78,1.28,6327.0,-262.85,317.3,4.23,",",1.7595604599999999,4.11785798,0.555860038,0.115581439,0.07100864368,0.063314017,0.063314017,0.063314017,0.063314019,732.40671,732.40671,732.40671,1325.3573,1325.3573,1325.3573,Superterran,1.43,F,19.83181,19 49 54.5142,+39 52 38.0892,2.935973,1.243748,2.8951177,1.5753371,2.7448356,1.6650799,2.7448356,1.5205539,2.7448356,4.626364,5.6272027,0.44359598,0.0,0.0,Hot,0.0,0.23976038,Cygnus,Cyg,Swan,2.34289,6.0932651,0.063314017
